"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"PIGF","Mock","ZIKV",33.218,21.4251,-0.63266,0.0074,"yes",0.0285713061364416,"Not_significant"
"VPS13A","Mock","ZIKV",10.4395,8.64401,-0.272275,0.00745,"yes",0.0287544979437971,"Not_significant"
"SIMC1","Mock","ZIKV",9.54485,12.0212,0.332789,0.00745,"yes",0.0287544979437971,"Not_significant"
"SPIN2B","Mock","ZIKV",3.02773,1.88963,-0.68013,0.0075,"yes",0.028932608323343,"Not_significant"
"OCLN","Mock","ZIKV",5.03733,4.02647,-0.323143,0.0075,"yes",0.028932608323343,"Not_significant"
"GANC","Mock","ZIKV",2.36524,3.0749,0.378552,0.0075,"yes",0.028932608323343,"Not_significant"
"ATP6V1E2","Mock","ZIKV",0.750765,0.35122,-1.09599,0.00755,"yes",0.0290806686046512,"Down_in_ZIKV"
"GLYATL2","Mock","ZIKV",1.77788,0.981159,-0.857602,0.00755,"yes",0.0290806686046512,"Not_significant"
"AGBL5","Mock","ZIKV",28.949,22.1517,-0.3861,0.00755,"yes",0.0290806686046512,"Not_significant"
"PSME3","Mock","ZIKV",28.832,23.9454,-0.267925,0.00755,"yes",0.0290806686046512,"Not_significant"
"FAM192A","Mock","ZIKV",39.7936,33.1688,-0.26271,0.00755,"yes",0.0290806686046512,"Not_significant"
"GHITM","Mock","ZIKV",57.7497,69.251,0.262022,0.00755,"yes",0.0290806686046512,"Not_significant"
"SH3RF1","Mock","ZIKV",8.47722,10.3398,0.286541,0.00755,"yes",0.0290806686046512,"Not_significant"
"ACTL6B","Mock","ZIKV",25.4555,31.2636,0.296503,0.00755,"yes",0.0290806686046512,"Not_significant"
"SWT1","Mock","ZIKV",4.45861,6.10493,0.453382,0.00755,"yes",0.0290806686046512,"Not_significant"
"AGXT2L2","Mock","ZIKV",9.28361,3.65544,-1.34464,0.0076,"yes",0.0292632478632479,"Down_in_ZIKV"
"PLK1S1","Mock","ZIKV",7.21493,9.20008,0.350661,0.0076,"yes",0.0292632478632479,"Not_significant"
"DDAH1","Mock","ZIKV",29.7834,35.7902,0.265058,0.00765,"yes",0.0294306148590948,"Not_significant"
"MRPL46","Mock","ZIKV",12.622,16.4214,0.379632,0.00765,"yes",0.0294306148590948,"Not_significant"
"DPH1","Mock","ZIKV",10.4645,14.1337,0.433645,0.00765,"yes",0.0294306148590948,"Not_significant"
"FAM114A1","Mock","ZIKV",0.581478,0.914749,0.653652,0.00765,"yes",0.0294306148590948,"Not_significant"
"MOB4","Mock","ZIKV",15.4936,25.068,0.694175,0.00765,"yes",0.0294306148590948,"Not_significant"
"MMP19","Mock","ZIKV",5.41167,2.56159,-1.07904,0.0077,"yes",0.0296027479091995,"Down_in_ZIKV"
"FAM105A","Mock","ZIKV",2.06954,1.59513,-0.375637,0.0077,"yes",0.0296027479091995,"Not_significant"
"LONRF2","Mock","ZIKV",4.58025,5.5391,0.274226,0.0077,"yes",0.0296027479091995,"Not_significant"
"TES","Mock","ZIKV",2.39112,3.2528,0.443993,0.0077,"yes",0.0296027479091995,"Not_significant"
"POMC","Mock","ZIKV",3.55875,2.30082,-0.629222,0.00775,"yes",0.0297746460856217,"Not_significant"
"CASC2","Mock","ZIKV",1.56836,1.05646,-0.570018,0.00775,"yes",0.0297746460856217,"Not_significant"
"DYRK1B","Mock","ZIKV",16.0139,19.6145,0.292594,0.00775,"yes",0.0297746460856217,"Not_significant"
"PDE4D","Mock","ZIKV",3.28436,4.07566,0.31142,0.00775,"yes",0.0297746460856217,"Not_significant"
"RALY","Mock","ZIKV",45.085,37.5588,-0.263497,0.0078,"yes",0.0299565217391304,"Not_significant"
"PEA15","Mock","ZIKV",59.2443,49.4002,-0.262159,0.0078,"yes",0.0299565217391304,"Not_significant"
"RAB7L1","Mock","ZIKV",1.39006,0.919408,-0.596372,0.00785,"yes",0.030128003066962,"Not_significant"
"QPCTL","Mock","ZIKV",5.1469,3.88167,-0.407028,0.00785,"yes",0.030128003066962,"Not_significant"
"PSMC4","Mock","ZIKV",41.4982,49.9625,0.267799,0.00785,"yes",0.030128003066962,"Not_significant"
"SLC25A30","Mock","ZIKV",1.40637,1.97048,0.486569,0.00785,"yes",0.030128003066962,"Not_significant"
"TMEM161B","Mock","ZIKV",9.49643,11.7976,0.31304,0.0079,"yes",0.0303095724748765,"Not_significant"
"CBY1","Mock","ZIKV",26.0595,32.3904,0.313759,0.0079,"yes",0.0303095724748765,"Not_significant"
"DKFZP686I15217","Mock","ZIKV",1.38349,0.726644,-0.928994,0.00795,"yes",0.0304650816604287,"Not_significant"
"GFM2","Mock","ZIKV",16.8548,12.0163,-0.488168,0.00795,"yes",0.0304650816604287,"Not_significant"
"APOO","Mock","ZIKV",22.321,17.5865,-0.343934,0.00795,"yes",0.0304650816604287,"Not_significant"
"ABCA3","Mock","ZIKV",22.8548,27.3193,0.257422,0.00795,"yes",0.0304650816604287,"Not_significant"
"TRIP6","Mock","ZIKV",12.3823,15.4808,0.322201,0.00795,"yes",0.0304650816604287,"Not_significant"
"RPP38","Mock","ZIKV",9.74961,12.8348,0.396639,0.00795,"yes",0.0304650816604287,"Not_significant"
"LEPR","Mock","ZIKV",3.01372,4.88518,0.696866,0.00795,"yes",0.0304650816604287,"Not_significant"
"ZNF311","Mock","ZIKV",1.41181,0.900284,-0.649098,0.008,"yes",0.030635838150289,"Not_significant"
"EIF5A","Mock","ZIKV",143.253,119.619,-0.260117,0.008,"yes",0.030635838150289,"Not_significant"
"ZNF598","Mock","ZIKV",15.0912,18.3348,0.28088,0.008,"yes",0.030635838150289,"Not_significant"
"OSBP2","Mock","ZIKV",1.90439,2.52936,0.409445,0.008,"yes",0.030635838150289,"Not_significant"
"GHRL","Mock","ZIKV",0.852387,0.166263,-2.35804,0.00805,"yes",0.0307802155830929,"Down_in_ZIKV"
"GNG11","Mock","ZIKV",1.68815,0.799826,-1.07768,0.00805,"yes",0.0307802155830929,"Down_in_ZIKV"
"BARD1","Mock","ZIKV",7.98469,6.28843,-0.344537,0.00805,"yes",0.0307802155830929,"Not_significant"
"HDDC2","Mock","ZIKV",16.0692,12.8327,-0.324472,0.00805,"yes",0.0307802155830929,"Not_significant"
"HOMER3","Mock","ZIKV",28.8336,23.4773,-0.296486,0.00805,"yes",0.0307802155830929,"Not_significant"
"GAP43","Mock","ZIKV",149.095,177.953,0.255263,0.00805,"yes",0.0307802155830929,"Not_significant"
"RAP2A","Mock","ZIKV",21.0718,25.2228,0.259416,0.00805,"yes",0.0307802155830929,"Not_significant"
"TPRG1L","Mock","ZIKV",13.3405,16.4509,0.302353,0.00805,"yes",0.0307802155830929,"Not_significant"
"ABHD14A-ACY1","Mock","ZIKV",1.82904,3.90126,1.09286,0.00805,"yes",0.0307802155830929,"Up_in_ZIKV"
"SHISA4","Mock","ZIKV",1.52966,0.835661,-0.87222,0.0081,"yes",0.0309661405295316,"Not_significant"
"RTN4","Mock","ZIKV",212.58,176.368,-0.269417,0.00815,"yes",0.0311467170003393,"Not_significant"
"FTO","Mock","ZIKV",17.9755,21.6262,0.266747,0.00815,"yes",0.0311467170003393,"Not_significant"
"LSM14A","Mock","ZIKV",50.1034,59.8259,0.25586,0.0082,"yes",0.0313059322033898,"Not_significant"
"RAB7A","Mock","ZIKV",75.6973,90.6723,0.26042,0.0082,"yes",0.0313059322033898,"Not_significant"
"PSMD8","Mock","ZIKV",59.9507,72.2177,0.268577,0.0082,"yes",0.0313059322033898,"Not_significant"
"CDK5RAP1","Mock","ZIKV",16.0194,19.6757,0.296593,0.0082,"yes",0.0313059322033898,"Not_significant"
"TUT1","Mock","ZIKV",9.28831,11.5125,0.309718,0.0082,"yes",0.0313059322033898,"Not_significant"
"ERCC6","Mock","ZIKV",2.23862,2.87333,0.360113,0.0082,"yes",0.0313059322033898,"Not_significant"
"ISG15","Mock","ZIKV",7.70044,4.97341,-0.630706,0.00825,"yes",0.0314594972067039,"Not_significant"
"C9orf114","Mock","ZIKV",8.4714,6.58807,-0.362745,0.00825,"yes",0.0314594972067039,"Not_significant"
"MTERFD1","Mock","ZIKV",15.9213,12.5131,-0.347519,0.00825,"yes",0.0314594972067039,"Not_significant"
"LOC550643","Mock","ZIKV",71.1083,86.7543,0.286917,0.00825,"yes",0.0314594972067039,"Not_significant"
"ZNF579","Mock","ZIKV",14.87,18.2816,0.29799,0.00825,"yes",0.0314594972067039,"Not_significant"
"MTHFR","Mock","ZIKV",9.36321,12.6558,0.434728,0.00825,"yes",0.0314594972067039,"Not_significant"
"HIST2H2BF","Mock","ZIKV",1.50288,3.50502,1.22169,0.00825,"yes",0.0314594972067039,"Up_in_ZIKV"
"PRPF40A","Mock","ZIKV",26.8479,31.9877,0.252709,0.0083,"yes",0.0316340947546531,"Not_significant"
"EPC1","Mock","ZIKV",19.3253,23.346,0.272683,0.0083,"yes",0.0316340947546531,"Not_significant"
"PDRG1","Mock","ZIKV",18.882,23.4527,0.312744,0.0083,"yes",0.0316340947546531,"Not_significant"
"AGPAT3","Mock","ZIKV",4.08923,3.28783,-0.314695,0.00835,"yes",0.0317977599323753,"Not_significant"
"CACUL1","Mock","ZIKV",12.2329,14.6779,0.262884,0.00835,"yes",0.0317977599323753,"Not_significant"
"MOSPD1","Mock","ZIKV",6.30265,8.04316,0.351803,0.00835,"yes",0.0317977599323753,"Not_significant"
"CAMK2N2","Mock","ZIKV",8.51919,11.2278,0.398283,0.00835,"yes",0.0317977599323753,"Not_significant"
"MAB21L2","Mock","ZIKV",13.1726,18.6901,0.504729,0.00835,"yes",0.0317977599323753,"Not_significant"
"GSTO1","Mock","ZIKV",4.51052,2.93576,-0.619556,0.0084,"yes",0.0319665484034465,"Not_significant"
"CTPS2","Mock","ZIKV",7.41669,5.97057,-0.312907,0.0084,"yes",0.0319665484034465,"Not_significant"
"SH3BGRL","Mock","ZIKV",58.6617,48.4599,-0.275628,0.0084,"yes",0.0319665484034465,"Not_significant"
"PEG10","Mock","ZIKV",223.733,267.929,0.260072,0.0084,"yes",0.0319665484034465,"Not_significant"
"CECR5","Mock","ZIKV",14.6604,11.6641,-0.329843,0.00845,"yes",0.0321188407019912,"Not_significant"
"CCT5","Mock","ZIKV",61.0933,51.1116,-0.257362,0.00845,"yes",0.0321188407019912,"Not_significant"
"TTC28","Mock","ZIKV",14.4509,17.3579,0.264436,0.00845,"yes",0.0321188407019912,"Not_significant"
"LRRC47","Mock","ZIKV",25.4236,30.6686,0.270596,0.00845,"yes",0.0321188407019912,"Not_significant"
"DOPEY1","Mock","ZIKV",10.8883,14.1629,0.379336,0.00845,"yes",0.0321188407019912,"Not_significant"
"C7orf10","Mock","ZIKV",1.59534,2.44648,0.616842,0.00845,"yes",0.0321188407019912,"Not_significant"
"SRGAP2C","Mock","ZIKV",13.2736,21.0309,0.663949,0.00845,"yes",0.0321188407019912,"Not_significant"
"KLRG1","Mock","ZIKV",0.84947,0.405367,-1.06733,0.0085,"yes",0.032265335355578,"Down_in_ZIKV"
"CALHM2","Mock","ZIKV",1.30051,0.751701,-0.790846,0.0085,"yes",0.032265335355578,"Not_significant"
"EED","Mock","ZIKV",12.5076,9.97876,-0.325874,0.0085,"yes",0.032265335355578,"Not_significant"
"FANCG","Mock","ZIKV",13.5931,11.0304,-0.301385,0.0085,"yes",0.032265335355578,"Not_significant"
"SMC6","Mock","ZIKV",11.5686,9.53743,-0.278539,0.0085,"yes",0.032265335355578,"Not_significant"
"BZW1","Mock","ZIKV",103.252,85.8246,-0.266705,0.0085,"yes",0.032265335355578,"Not_significant"
"MAP4K4","Mock","ZIKV",110.421,92.5199,-0.255179,0.0085,"yes",0.032265335355578,"Not_significant"
"SHISA7","Mock","ZIKV",4.89859,6.02594,0.298821,0.0085,"yes",0.032265335355578,"Not_significant"
"LOC389895","Mock","ZIKV",3.95173,2.63276,-0.585908,0.00855,"yes",0.0324223484848485,"Not_significant"
"BYSL","Mock","ZIKV",8.67876,6.74419,-0.363844,0.00855,"yes",0.0324223484848485,"Not_significant"
"ARL6IP6","Mock","ZIKV",30.3176,24.0546,-0.333841,0.00855,"yes",0.0324223484848485,"Not_significant"
"NDUFS5","Mock","ZIKV",293.255,245.098,-0.258799,0.00855,"yes",0.0324223484848485,"Not_significant"
"KARS","Mock","ZIKV",53.1187,63.7274,0.262693,0.00855,"yes",0.0324223484848485,"Not_significant"
"RIT2","Mock","ZIKV",0.575977,1.2742,1.14551,0.00855,"yes",0.0324223484848485,"Up_in_ZIKV"
"SLC24A1","Mock","ZIKV",1.10565,0.775566,-0.511575,0.0086,"yes",0.0325680901143241,"Not_significant"
"SMYD5","Mock","ZIKV",11.1694,8.97739,-0.315182,0.0086,"yes",0.0325680901143241,"Not_significant"
"TXNDC12","Mock","ZIKV",30.3914,24.8337,-0.291364,0.0086,"yes",0.0325680901143241,"Not_significant"
"C20orf194","Mock","ZIKV",21.5949,25.7046,0.251334,0.0086,"yes",0.0325680901143241,"Not_significant"
"MAPRE2","Mock","ZIKV",34.7706,41.4775,0.254459,0.0086,"yes",0.0325680901143241,"Not_significant"
"HK1","Mock","ZIKV",36.4344,43.5358,0.256901,0.0086,"yes",0.0325680901143241,"Not_significant"
"DIS3","Mock","ZIKV",11.0543,13.7752,0.31746,0.0086,"yes",0.0325680901143241,"Not_significant"
"IGHMBP2","Mock","ZIKV",5.77496,7.19725,0.317634,0.0086,"yes",0.0325680901143241,"Not_significant"
"NDUFB3","Mock","ZIKV",43.5753,34.9979,-0.316242,0.00865,"yes",0.0327354250672043,"Not_significant"
"FASTK","Mock","ZIKV",22.5932,18.3188,-0.302563,0.00865,"yes",0.0327354250672043,"Not_significant"
"EIF4ENIF1","Mock","ZIKV",13.5215,16.385,0.277122,0.00865,"yes",0.0327354250672043,"Not_significant"
"PDE3A","Mock","ZIKV",1.96223,2.50539,0.352539,0.00865,"yes",0.0327354250672043,"Not_significant"
"TSPAN18","Mock","ZIKV",65.9125,47.9493,-0.459042,0.0087,"yes",0.0328859708004699,"Not_significant"
"CCDC164","Mock","ZIKV",6.68537,5.23415,-0.353053,0.0087,"yes",0.0328859708004699,"Not_significant"
"SORCS2","Mock","ZIKV",77.5521,65.1111,-0.252264,0.0087,"yes",0.0328859708004699,"Not_significant"
"TBC1D20","Mock","ZIKV",15.1851,18.3062,0.269679,0.0087,"yes",0.0328859708004699,"Not_significant"
"EXT1","Mock","ZIKV",17.5089,21.2206,0.277382,0.0087,"yes",0.0328859708004699,"Not_significant"
"ZFP28","Mock","ZIKV",6.69483,8.27328,0.305413,0.0087,"yes",0.0328859708004699,"Not_significant"
"DIRC2","Mock","ZIKV",5.37719,6.77589,0.333557,0.0087,"yes",0.0328859708004699,"Not_significant"
"NAAA","Mock","ZIKV",1.6377,0.982693,-0.736859,0.00875,"yes",0.0330472417840376,"Not_significant"
"KCNQ1OT1","Mock","ZIKV",2.35548,1.94523,-0.276086,0.00875,"yes",0.0330472417840376,"Not_significant"
"INTS12","Mock","ZIKV",13.4819,16.8541,0.322075,0.00875,"yes",0.0330472417840376,"Not_significant"
"SLC35A2","Mock","ZIKV",8.80284,11.4489,0.379165,0.00875,"yes",0.0330472417840376,"Not_significant"
"SARNP","Mock","ZIKV",87.3094,116.797,0.419795,0.00875,"yes",0.0330472417840376,"Not_significant"
"ADC","Mock","ZIKV",4.23068,3.10675,-0.445484,0.0088,"yes",0.0332249413342273,"Not_significant"
"ACTR3","Mock","ZIKV",70.617,83.9944,0.250278,0.0088,"yes",0.0332249413342273,"Not_significant"
"ULBP3","Mock","ZIKV",3.08354,1.63203,-0.917918,0.00885,"yes",0.0333913316582915,"Not_significant"
"PRPF6","Mock","ZIKV",41.5991,49.5046,0.251008,0.00885,"yes",0.0333913316582915,"Not_significant"
"SPOCK2","Mock","ZIKV",1.67088,2.20522,0.400318,0.00885,"yes",0.0333913316582915,"Not_significant"
"TPTE2","Mock","ZIKV",0.998189,1.83374,0.877401,0.00885,"yes",0.0333913316582915,"Not_significant"
"LOC100289230","Mock","ZIKV",2.02903,1.30129,-0.640841,0.0089,"yes",0.0335518828451883,"Not_significant"
"STX10","Mock","ZIKV",18.213,14.4041,-0.338487,0.0089,"yes",0.0335518828451883,"Not_significant"
"SF3B5","Mock","ZIKV",79.5333,65.1951,-0.286795,0.0089,"yes",0.0335518828451883,"Not_significant"
"PLEKHA1","Mock","ZIKV",14.416,17.4506,0.275607,0.0089,"yes",0.0335518828451883,"Not_significant"
"ARL13B","Mock","ZIKV",6.26321,7.78466,0.313731,0.0089,"yes",0.0335518828451883,"Not_significant"
"PIGZ","Mock","ZIKV",0.665419,0.348893,-0.931478,0.00895,"yes",0.033706529008527,"Not_significant"
"NTHL1","Mock","ZIKV",10.2053,7.58541,-0.428017,0.00895,"yes",0.033706529008527,"Not_significant"
"RPL23AP53","Mock","ZIKV",8.94058,7.17214,-0.317964,0.00895,"yes",0.033706529008527,"Not_significant"
"CELF4","Mock","ZIKV",13.1039,15.921,0.280939,0.00895,"yes",0.033706529008527,"Not_significant"
"CCDC85C","Mock","ZIKV",16.6296,20.8746,0.327997,0.00895,"yes",0.033706529008527,"Not_significant"
"MGARP","Mock","ZIKV",0.296399,0.822173,1.4719,0.00895,"yes",0.033706529008527,"Up_in_ZIKV"
"CNN1","Mock","ZIKV",3.64464,2.51521,-0.5351,0.009,"yes",0.0338665218843969,"Not_significant"
"MICALL1","Mock","ZIKV",10.0177,12.1176,0.274557,0.009,"yes",0.0338665218843969,"Not_significant"
"BRCC3","Mock","ZIKV",8.6237,10.709,0.312447,0.009,"yes",0.0338665218843969,"Not_significant"
"SLC12A4","Mock","ZIKV",3.41275,4.37047,0.356855,0.009,"yes",0.0338665218843969,"Not_significant"
"NUFIP1","Mock","ZIKV",3.33799,4.30123,0.365772,0.009,"yes",0.0338665218843969,"Not_significant"
"LOC100506274","Mock","ZIKV",1.14099,0.395278,-1.52935,0.00905,"yes",0.034037610619469,"Down_in_ZIKV"
"TUBD1","Mock","ZIKV",5.57227,4.18209,-0.414039,0.00905,"yes",0.034037610619469,"Not_significant"
"IL10RB","Mock","ZIKV",5.389,4.04861,-0.412591,0.00905,"yes",0.034037610619469,"Not_significant"
"FAM110B","Mock","ZIKV",2.93939,3.74948,0.351174,0.0091,"yes",0.0342142380237022,"Not_significant"
"DHRS3","Mock","ZIKV",1.00721,1.64214,0.705221,0.0091,"yes",0.0342142380237022,"Not_significant"
"ZNF491","Mock","ZIKV",5.04761,3.8969,-0.373273,0.00915,"yes",0.03438501001001,"Not_significant"
"CHCHD3","Mock","ZIKV",36.1607,43.7078,0.273467,0.00915,"yes",0.03438501001001,"Not_significant"
"KIAA1522","Mock","ZIKV",17.5318,22.0797,0.332745,0.00915,"yes",0.03438501001001,"Not_significant"
"FGGY","Mock","ZIKV",2.60782,1.73031,-0.591818,0.0092,"yes",0.0345556111389028,"Not_significant"
"SH3BP5L","Mock","ZIKV",13.512,16.4499,0.283837,0.0092,"yes",0.0345556111389028,"Not_significant"
"SLC7A5P2","Mock","ZIKV",1.48787,2.13716,0.522451,0.0092,"yes",0.0345556111389028,"Not_significant"
"GOLIM4","Mock","ZIKV",21.6325,17.9298,-0.27084,0.00925,"yes",0.0347202549575071,"Not_significant"
"MAPK8IP1","Mock","ZIKV",42.3153,50.4679,0.254187,0.00925,"yes",0.0347202549575071,"Not_significant"
"GRIP1","Mock","ZIKV",10.6475,12.7978,0.265382,0.00925,"yes",0.0347202549575071,"Not_significant"
"CCDC43","Mock","ZIKV",12.5462,15.5569,0.310302,0.00925,"yes",0.0347202549575071,"Not_significant"
"GON4L","Mock","ZIKV",13.3717,16.1537,0.272681,0.0093,"yes",0.0348730647577826,"Not_significant"
"SP4","Mock","ZIKV",6.68741,8.14629,0.284695,0.0093,"yes",0.0348730647577826,"Not_significant"
"MEMO1","Mock","ZIKV",15.7991,19.4145,0.297292,0.0093,"yes",0.0348730647577826,"Not_significant"
"GRHL1","Mock","ZIKV",1.86281,2.53383,0.443836,0.0093,"yes",0.0348730647577826,"Not_significant"
"PCDHB8","Mock","ZIKV",0.752897,1.20339,0.676579,0.0093,"yes",0.0348730647577826,"Not_significant"
"SNORA18","Mock","ZIKV",27.5156,111.236,2.0153,0.0093,"yes",0.0348730647577826,"Up_in_ZIKV"
"MMP11","Mock","ZIKV",1.38122,0.860591,-0.682548,0.00935,"yes",0.0350313955422488,"Not_significant"
"FAM208B","Mock","ZIKV",10.8717,12.9611,0.253604,0.00935,"yes",0.0350313955422488,"Not_significant"
"SMAP2","Mock","ZIKV",14.9781,18.2273,0.283243,0.00935,"yes",0.0350313955422488,"Not_significant"
"DMAP1","Mock","ZIKV",22.3654,27.3301,0.289227,0.00935,"yes",0.0350313955422488,"Not_significant"
"TP53RK","Mock","ZIKV",9.64008,12.361,0.358682,0.00935,"yes",0.0350313955422488,"Not_significant"
"BPHL","Mock","ZIKV",10.2661,7.96241,-0.366606,0.0094,"yes",0.035189463187635,"Not_significant"
"SLC29A4","Mock","ZIKV",18.6872,15.3745,-0.281509,0.0094,"yes",0.035189463187635,"Not_significant"
"GDI2","Mock","ZIKV",121.731,102.415,-0.249281,0.0094,"yes",0.035189463187635,"Not_significant"
"TBR1","Mock","ZIKV",87.5274,104.039,0.24932,0.0094,"yes",0.035189463187635,"Not_significant"
"ZNF23","Mock","ZIKV",8.81405,10.8547,0.300439,0.0094,"yes",0.035189463187635,"Not_significant"
"THADA","Mock","ZIKV",5.42991,4.4243,-0.295478,0.00945,"yes",0.0353531390134529,"Not_significant"
"POLR1A","Mock","ZIKV",7.97688,6.56145,-0.281809,0.00945,"yes",0.0353531390134529,"Not_significant"
"MAPRE1","Mock","ZIKV",94.2499,79.3032,-0.249112,0.00945,"yes",0.0353531390134529,"Not_significant"
"REEP1","Mock","ZIKV",6.3724,7.88998,0.308184,0.00945,"yes",0.0353531390134529,"Not_significant"
"NTRK1","Mock","ZIKV",2.04463,1.35626,-0.592207,0.0095,"yes",0.0355107036176568,"Not_significant"
"MRPS33","Mock","ZIKV",29.6974,23.1513,-0.359245,0.0095,"yes",0.0355107036176568,"Not_significant"
"WAC-AS1","Mock","ZIKV",17.9359,14.9735,-0.260438,0.0095,"yes",0.0355107036176568,"Not_significant"
"PLCL2","Mock","ZIKV",8.11134,9.91587,0.2898,0.0095,"yes",0.0355107036176568,"Not_significant"
"STON1","Mock","ZIKV",8.12521,9.99738,0.299144,0.0095,"yes",0.0355107036176568,"Not_significant"
"ZNF485","Mock","ZIKV",0.898512,0.485637,-0.887658,0.00955,"yes",0.0356739220563847,"Not_significant"
"ZSCAN12P1","Mock","ZIKV",0.748874,0.471172,-0.668469,0.00955,"yes",0.0356739220563847,"Not_significant"
"SMG7","Mock","ZIKV",35.1566,41.8699,0.252119,0.00955,"yes",0.0356739220563847,"Not_significant"
"ST7","Mock","ZIKV",18.3539,22.5701,0.298325,0.00955,"yes",0.0356739220563847,"Not_significant"
"TELO2","Mock","ZIKV",13.5992,9.38311,-0.535383,0.0096,"yes",0.035830985915493,"Not_significant"
"TSPAN33","Mock","ZIKV",4.8404,3.73396,-0.37442,0.0096,"yes",0.035830985915493,"Not_significant"
"KIAA1598","Mock","ZIKV",11.5225,9.37894,-0.296952,0.0096,"yes",0.035830985915493,"Not_significant"
"MAP7D3","Mock","ZIKV",3.29482,4.17241,0.340681,0.0096,"yes",0.035830985915493,"Not_significant"
"SSSCA1","Mock","ZIKV",19.8673,25.8683,0.380796,0.0096,"yes",0.035830985915493,"Not_significant"
"LOC149134","Mock","ZIKV",1.88274,1.02814,-0.872797,0.00965,"yes",0.0359997101689301,"Not_significant"
"BAHCC1","Mock","ZIKV",14.9186,17.7305,0.249122,0.00965,"yes",0.0359997101689301,"Not_significant"
"AP4E1","Mock","ZIKV",4.22717,5.18922,0.295826,0.00965,"yes",0.0359997101689301,"Not_significant"
"PPP2R5D","Mock","ZIKV",29.9234,24.1947,-0.306583,0.0097,"yes",0.0361622807017544,"Not_significant"
"ZFP36L1","Mock","ZIKV",70.886,59.6045,-0.250079,0.0097,"yes",0.0361622807017544,"Not_significant"
"IDS","Mock","ZIKV",45.3574,54.5312,0.265744,0.0097,"yes",0.0361622807017544,"Not_significant"
"NACC2","Mock","ZIKV",1.67625,2.15161,0.360183,0.0097,"yes",0.0361622807017544,"Not_significant"
"FBXW11","Mock","ZIKV",25.6847,30.6379,0.254408,0.00975,"yes",0.0363426692040377,"Not_significant"
"LOC645166","Mock","ZIKV",5.28605,3.07053,-0.783704,0.0098,"yes",0.036504878452125,"Not_significant"
"GIGYF1","Mock","ZIKV",31.273,26.2547,-0.252341,0.0098,"yes",0.036504878452125,"Not_significant"
"RALGAPB","Mock","ZIKV",15.0948,17.9361,0.248816,0.0098,"yes",0.036504878452125,"Not_significant"
"ADAP1","Mock","ZIKV",10.3523,12.7847,0.304468,0.0098,"yes",0.036504878452125,"Not_significant"
"BAIAP2L1","Mock","ZIKV",2.53561,1.47746,-0.77921,0.00985,"yes",0.0366729338842975,"Not_significant"
"PGM5P2","Mock","ZIKV",2.95134,2.00712,-0.556243,0.00985,"yes",0.0366729338842975,"Not_significant"
"HHIP","Mock","ZIKV",1.04775,1.56439,0.578303,0.00985,"yes",0.0366729338842975,"Not_significant"
"FLJ42875","Mock","ZIKV",3.05724,1.35381,-1.17521,0.0099,"yes",0.0368286540049546,"Down_in_ZIKV"
"SLC45A4","Mock","ZIKV",3.54189,2.69986,-0.391637,0.0099,"yes",0.0368286540049546,"Not_significant"
"NPDC1","Mock","ZIKV",56.493,46.8937,-0.268676,0.0099,"yes",0.0368286540049546,"Not_significant"
"BIRC6","Mock","ZIKV",14.9266,17.6973,0.245646,0.0099,"yes",0.0368286540049546,"Not_significant"
