"Transcript/RepeatID (cmd=analyzeRepeats-pl /home/cbenner/data/software/gencode/hg38/gencode-best-rna hg38 -fpkm -count exons -strand - -minLength 250 -d HMDM-RNAseq-mock-24h-4G2neg-p1 HMDM-RNAseq-mock-24h-4G2neg-p3 HMDM-RNAseq-mock-24h-4G2neg-p4 HMDM-RNAseq-mock-24h-4G2neg-p5 HMDM-RNAseq-mock-24h-4G2neg-p6 HMDM-RNAseq-mock-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2neg-p4 HMDM-RNAseq-FSSADE-12h-4G2neg-p5 HMDM-RNAseq-FSSADE-12h-4G2neg-p6 HMDM-RNAseq-FSSADE-12h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2pos-p4 HMDM-RNAseq-FSSADE-12h-4G2pos-p5 HMDM-RNAseq-FSSADE-12h-4G2pos-p6 HMDM-RNAseq-FSSADE-12h-4G2pos-pooled HMDM-RNAseq-FSSADE-18h-4G2neg-p4 HMDM-RNAseq-FSSADE-18h-4G2neg-p5 HMDM-RNAseq-FSSADE-18h-4G2neg-p6 HMDM-RNAseq-FSSADE-18h-4G2neg-pooled HMDM-RNAseq-FSSADE-18h-4G2pos-p4 HMDM-RNAseq-FSSADE-18h-4G2pos-p5 HMDM-RNAseq-FSSADE-18h-4G2pos-p6 HMDM-RNAseq-FSSADE-18h-4G2pos-pooled HMDM-RNAseq-FSSADE-24h-4G2neg-p1 HMDM-RNAseq-FSSADE-24h-4G2neg-p3 HMDM-RNAseq-FSSADE-24h-4G2neg-p4 HMDM-RNAseq-FSSADE-24h-4G2neg-p5 HMDM-RNAseq-FSSADE-24h-4G2neg-p6 HMDM-RNAseq-FSSADE-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-24h-4G2pos-p1 HMDM-RNAseq-FSSADE-24h-4G2pos-p3 HMDM-RNAseq-FSSADE-24h-4G2pos-p4 HMDM-RNAseq-FSSADE-24h-4G2pos-p5 HMDM-RNAseq-FSSADE-24h-4G2pos-p6 HMDM-RNAseq-FSSADE-24h-4G2pos-pooled)","chr","start","end","strand","Length","gene_name","Annotation/Divergence","gene_id","gene_type"
"ENST00000254654.7","chr2",238170401,238203729,"-",1467,"ILKAP","ILKAP|ILKAP2|ILKAP3|PP2C-DELTA|PPM1O|-|2q37.3|protein-coding","ENSG00000132323.8","protein_coding"
"ENST00000205194.4","chr19",55485004,55487568,"+",1531,"NAT14","NAT14|KLP1|-|19q13.42|protein-coding","ENSG00000090971.4","protein_coding"
"ENST00000297904.3","chrX",15345591,15384376,"-",2024,"VEGFD","VEGFD|FIGF|VEGF-D|-|Xp22.2|protein-coding","ENSG00000165197.4","protein_coding"
"ENST00000261845.6","chr15",52019201,52067372,"+",5334,"MAPK6","MAPK6|ERK3|HsT17250|PRKM6|p97MAPK|-|15q21.2|protein-coding","ENSG00000069956.11","protein_coding"
"ENST00000311856.8","chr3",38265812,38278315,"+",2536,"SLC22A13","SLC22A13|OAT10|OCTL1|OCTL3|ORCTL-3|ORCTL3|-|3p22.2|protein-coding","ENSG00000172940.11","protein_coding"
"ENST00000502102.2","chr12",68675350,68687755,"-",1444,"RP11-637A17.2","0","ENSG00000247363.2","lincRNA"
"ENST00000370812.7","chr1",77088990,77219426,"-",4575,"PIGK","PIGK|GPI8|-|1p31.1|protein-coding","ENSG00000142892.14","protein_coding"
"ENST00000491303.2","chr14",58141279,58141660,"+",381,"UBA52P3","0","ENSG00000243023.2","processed_pseudogene"
"ENST00000257879.10","chr12",55684568,55707898,"-",4071,"ITGA7","ITGA7|-|-|12q13.2|protein-coding","ENSG00000135424.15","protein_coding"
"ENST00000608147.1","chr1",153966516,153966930,"+",414,"RP11-422P24.10","0","ENSG00000273026.1","antisense"
"ENST00000624842.1","chr4",168843988,168844735,"+",747,"RP11-635L1.2","0","ENSG00000279384.1","TEC"
"ENST00000306560.1","chr16",69107540,69117668,"+",4213,"HAS3","HAS3|-|-|16q22.1|protein-coding","ENSG00000103044.10","protein_coding"
"ENST00000264645.11","chr17",40140323,40172183,"+",4089,"CASC3","CASC3|BTZ|MLN51|-|17q21.1|protein-coding","ENSG00000108349.16","protein_coding"
"ENST00000445066.1","chr7",11820317,11821294,"-",977,"AC073109.2","0","ENSG00000235920.1","processed_pseudogene"
"ENST00000433446.1","chr7",87151423,87152282,"-",766,"AC005076.5","LOC101927420|-|-|7q21.12|ncRNA","ENSG00000224046.1","antisense"
"ENST00000194530.7","chr2",201451669,201480846,"+",2270,"STRADB","STRADB|ALS2CR2|CALS-21|ILPIP|ILPIPA|PAPK|PRO1038|-|2q33.1|protein-coding","ENSG00000082146.12","protein_coding"
"ENST00000469183.5","chr7",7640752,8004053,"+",628,"RP11-505D17.1","0","ENSG00000283549.1","processed_transcript"
"ENST00000473228.1","chr3",68145004,68145630,"+",626,"COPS8P2","0","ENSG00000214552.4","processed_pseudogene"
"ENST00000306634.3","chr9",108626833,108627150,"+",317,"RP11-220D10.1","0","ENSG00000169253.3","processed_pseudogene"
"ENST00000521555.6","chr16",22513522,22536521,"+",3780,"NPIPB5","0","ENSG00000243716.10","protein_coding"
"ENST00000392750.6","chr3",167683298,167734826,"-",2050,"PDCD10","PDCD10|CCM3|TFAR15|-|3q26.1|protein-coding","ENSG00000114209.14","protein_coding"
"ENST00000445357.1","chr9",136812788,136815536,"-",1956,"NCLP1","0","ENSG00000213212.3","processed_pseudogene"
"ENST00000452378.1","chr1",11068471,11073097,"+",2679,"RP4-635E18.7","0","ENSG00000226849.1","antisense"
"ENST00000368554.8","chr10",133309410,133352529,"+",1029,"ZNF511-PRAP1","0","ENSG00000283496.1","protein_coding"
"ENST00000623328.1","chr22",30275215,30276951,"-",1736,"RP1-102K2.9","0","ENSG00000279699.1","TEC"
"ENST00000379500.6","chr16",66566447,66579137,"+",1057,"CMTM1","CMTM1|CKLFH|CKLFH1|CKLFSF1|-|16q21|protein-coding","ENSG00000089505.17","protein_coding"
"ENST00000454117.1","chr1",23369218,23371839,"+",994,"ZNF436-AS1","0","ENSG00000249087.6","antisense"
"ENST00000395002.6","chr4",88725955,88823361,"-",4912,"FAM13A","FAM13A|ARHGAP48|FAM13A1|-|4q22.1|protein-coding","ENSG00000138640.14","protein_coding"
"ENST00000372808.3","chr6",42960758,42963880,"+",1061,"GNMT","GNMT|HEL-S-182mP|-|6p21.1|protein-coding","ENSG00000124713.5","protein_coding"
"ENST00000311772.9","chr1",27830778,27851676,"+",2331,"PPP1R8","PPP1R8|ARD-1|ARD1|NIPP-1|NIPP1|PRO2047|-|1p35.3|protein-coding","ENSG00000117751.17","protein_coding"
"ENST00000556578.1","chr14",73272182,73274081,"-",772,"RP4-647C14.3","0","ENSG00000258944.1","antisense"
"ENST00000426552.1","chr13",45687548,45688469,"-",921,"AKR1B1P4","0","ENSG00000237876.1","processed_pseudogene"
"ENST00000545800.1","chr11",64246939,64249494,"-",846,"RP11-783K16.13","0","ENSG00000257086.1","lincRNA"
"ENST00000477964.1","chr5",178055604,178056194,"+",590,"RP11-889L3.1","0","ENSG00000218227.3","processed_pseudogene"
"ENST00000608000.1","chr3",182921240,182921938,"-",698,"RP11-531F16.4","0","ENSG00000273261.1","antisense"
"ENST00000443487.2","chrX",102796251,102797093,"+",497,"MTCO1P19","0","ENSG00000237300.2","processed_pseudogene"
"ENST00000399502.2","chr2",194129354,194130266,"-",912,"GLULP6","0","ENSG00000215043.2","processed_pseudogene"
"ENST00000623711.3","chr3",134157133,134250744,"-",2905,"RYK","RYK|D3S3195|JTK5|JTK5A|RYK1|-|3q22.2|protein-coding","ENSG00000163785.12","protein_coding"
"ENST00000623964.1","chr8",119838736,119840385,"-",1649,"RP11-85I17.2","0","ENSG00000279347.1","TEC"
"ENST00000375023.3","chr6",32194843,32224067,"-",6686,"NOTCH4","NOTCH4|INT3|-|6p21.32|protein-coding","ENSG00000204301.6","protein_coding"
"ENST00000381883.3","chr9",4662315,4665258,"+",2943,"PLPP6","PLPP6|PDP1|PPAPDC2|PSDP|bA6J24.6|-|9p24.1|protein-coding","ENSG00000205808.5","protein_coding"
"ENST00000424583.6","chr19",19145569,19170245,"-",1388,"MEF2B","MEF2B|RSRFR2|-|19p13.11|protein-coding","ENSG00000213999.15","protein_coding"
"ENST00000217073.6","chr20",44910144,44938748,"+",1824,"PABPC1L","0","ENSG00000101104.12","protein_coding"
"ENST00000466681.1","chr7",23299200,23311729,"+",3037,"MALSU1","MALSU1|C7orf30|mtRsfA|-|7p15.3|protein-coding","ENSG00000156928.4","protein_coding"
"ENST00000366956.9","chr1",214348696,214551223,"-",12948,"PTPN14","PTPN14|PEZ|PTP36|-|1q32.3-q41|protein-coding","ENSG00000152104.11","protein_coding"
"ENST00000371408.7","chr10",93893973,93903824,"+",3485,"SLC35G1","SLC35G1|C10orf60|POST|TMEM20|-|10q23.33|protein-coding","ENSG00000176273.14","protein_coding"
"ENST00000441193.1","chr7",138022458,138024339,"+",1234,"AC009263.2","0","ENSG00000234639.1","processed_pseudogene"
"ENST00000329875.12","chr17",81932384,81936879,"-",1842,"PYCR1","PYCR1|ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR|-|17q25.3|protein-coding","ENSG00000183010.16","protein_coding"
"ENST00000456660.1","chr7",53862233,53863339,"+",1106,"HAUS6P3","0","ENSG00000235454.1","processed_pseudogene"
"ENST00000508336.1","chr4",165547532,165551060,"-",3528,"NOL8P1","0","ENSG00000248327.1","processed_pseudogene"
"ENST00000600810.1","chr19",21405159,21491266,"+",463,"CTD-2561J22.3","0","ENSG00000269237.1","protein_coding"
"ENST00000225665.11","chr17",4937130,4940251,"-",1882,"SLC25A11","SLC25A11|OGC|SLC20A4|-|17p13.2|protein-coding","ENSG00000108528.13","protein_coding"
"ENST00000254942.7","chr16",69355561,69385988,"-",2964,"TERF2","TERF2|TRBF2|TRF2|-|16q22.1|protein-coding","ENSG00000132604.10","protein_coding"
"ENST00000416321.5","chr12",100252263,100267079,"-",1146,"DEPDC4","DEPDC4|DEP.4|-|12q23.1|protein-coding","ENSG00000166153.16","protein_coding"
"ENST00000607520.1","chr15",82752884,82757208,"+",4324,"SCARNA15","0","ENSG00000252690.3","processed_transcript"
"ENST00000414273.1","chr1",631074,632616,"+",1542,"MTCO1P12","0","ENSG00000237973.1","unprocessed_pseudogene"
"ENST00000607978.1","chr7",66739829,66740385,"-",556,"RP11-792A8.4","0","ENSG00000272831.1","antisense"
"ENST00000298569.8","chr5",176346061,176361968,"-",2974,"KIAA1191","KIAA1191|p33MONOX|p60MONOX|-|5q35.2|protein-coding","ENSG00000122203.14","protein_coding"
"ENST00000491550.3","chr18",9830330,9830627,"-",297,"RN7SL862P","0","ENSG00000242651.3","misc_RNA"
"ENST00000357749.6","chrX",85861180,86047562,"-",5413,"CHM","CHM|DXS540|GGTA|HSD-32|REP-1|TCD|-|Xq21.2|protein-coding","ENSG00000188419.13","protein_coding"
"ENST00000376355.7","chr13",99606669,99897134,"+",6756,"CLYBL","CLYBL|CLB|-|13q32.3|protein-coding","ENSG00000125246.15","protein_coding"
"ENST00000637142.1","chr1",147099482,147124285,"-",2065,"NBPF13P","0","ENSG00000283342.1","unprocessed_pseudogene"
"ENST00000612806.1","chr15",66740445,66741151,"+",706,"RP11-321F6.2","0","ENSG00000274995.1","sense_intronic"
"ENST00000375883.7","chr9",87966446,87974753,"-",2288,"CDK20","CDK20|CCRK|CDCH|P42|PNQALRE|-|9q22.1|protein-coding","ENSG00000156345.17","protein_coding"
"ENST00000566714.1","chr1",25266102,25267136,"-",456,"RP3-465N24.5","0","ENSG00000261349.1","unprocessed_pseudogene"
"ENST00000371072.8","chr1",64745095,64833232,"+",4339,"RAVER2","RAVER2|-|-|1p31.3|protein-coding","ENSG00000162437.14","protein_coding"
"ENST00000320776.4","chr4",6716055,6717671,"+",1616,"BLOC1S4","BLOC1S4|BCAS4L|BLOS4|CNO|-|4p16.1|protein-coding","ENSG00000186222.4","protein_coding"
"ENST00000460393.5","chr3",155079647,155183708,"+",5577,"MME","MME|CALLA|CD10|CMT2T|NEP|SCA43|SFE|-|3q25.2|protein-coding","ENSG00000196549.10","protein_coding"
"ENST00000451320.6","chr4",152779937,152912357,"+",3407,"ARFIP1","ARFIP1|HSU52521|-|4q31.3|protein-coding","ENSG00000164144.15","protein_coding"
"ENST00000445332.1","chr2",117837744,117839389,"+",421,"AC009404.2","0","ENSG00000236255.1","lincRNA"
"ENST00000464631.6","chr1",177945332,177970213,"-",2921,"SEC16B","0","ENSG00000120341.18","protein_coding"
"ENST00000317799.9","chr2",26244895,26290468,"+",2013,"HADHB","HADHB|ECHB|MSTP029|MTPB|TP-BETA|-|2p23.3|protein-coding","ENSG00000138029.13","protein_coding"
"ENST00000435277.1","chr1",9576427,9576985,"+",558,"RP13-15M17.1","0","ENSG00000231181.1","processed_pseudogene"
"ENST00000453016.5","chr2",159670708,159712430,"-",396,"AC009961.3","0","ENSG00000226266.6","lincRNA"
"ENST00000497576.1","chr19",20125044,20125484,"+",440,"CTC-260E6.2","0","ENSG00000224864.4","transcribed_processed_pseudogene"
"ENST00000424794.1","chr2",135897955,135898978,"-",1023,"AC011999.1","0","ENSG00000214070.3","processed_pseudogene"
"ENST00000327697.10","chr3",49689499,49721527,"+",4234,"RNF123","RNF123|FP1477|KPC1|-|3p21.31|protein-coding","ENSG00000164068.15","protein_coding"
"ENST00000356455.8","chr20",45812576,45816957,"+",839,"UBE2C","UBE2C|UBCH10|dJ447F3.2|-|20q13.12|protein-coding","ENSG00000175063.16","protein_coding"
"ENST00000413346.1","chr1",231021611,231022183,"+",572,"RP11-423F24.3","0","ENSG00000227934.1","processed_pseudogene"
"ENST00000559737.5","chr15",63587926,63600755,"-",1429,"USP3-AS1","USP3-AS1|-|-|15q22.31|ncRNA","ENSG00000259248.5","antisense"
"ENST00000573670.1","chr17",2127430,2127904,"-",474,"RP11-667K14.8","0","ENSG00000262402.1","processed_pseudogene"
"ENST00000433214.2","chr10",86970741,87010126,"+",3055,"AGAP11","0","ENSG00000271880.1","processed_transcript"
"ENST00000274712.7","chr5",140700334,140706676,"+",1636,"ZMAT2","ZMAT2|Ptg-12|Snu23|-|5q31.3|protein-coding","ENSG00000146007.10","protein_coding"
"ENST00000567102.1","chr4",40166675,40167831,"+",1156,"RP11-395I6.3","0","ENSG00000260296.1","sense_overlapping"
"ENST00000449769.1","chr1",55222379,55223372,"+",993,"GYG1P3","0","ENSG00000231095.1","processed_pseudogene"
"ENST00000414066.1","chr10",37818606,37820982,"-",2237,"TLK2P2","0","ENSG00000228828.1","processed_pseudogene"
"ENST00000570140.1","chr12",273954,277123,"-",3169,"RP11-283I3.6","0","ENSG00000261799.1","sense_overlapping"
"ENST00000467868.3","chr5",146656401,146656695,"-",294,"RN7SL791P","0","ENSG00000241291.3","misc_RNA"
"ENST00000222329.8","chr19",42247572,42255157,"-",2691,"ERF","ERF|CHYTS|CRS4|PE-2|PE2|-|19q13.2|protein-coding","ENSG00000105722.9","protein_coding"
"ENST00000265857.7","chr7",876552,896434,"+",2073,"GET4","GET4|C7orf20|CEE|CGI-20|TRC35|-|7p22.3|protein-coding","ENSG00000239857.6","protein_coding"
"ENST00000266068.5","chr20",63587602,63619876,"-",4542,"GMEB2","GMEB2|GMEB-2|P79PIF|PIF79|-|20q13.33|protein-coding","ENSG00000101216.10","protein_coding"
"ENST00000232458.9","chr3",172750682,172821474,"+",4040,"ECT2","ECT2|ARHGEF31|-|3q26.31|protein-coding","ENSG00000114346.13","protein_coding"
"ENST00000222005.6","chr19",10391134,10403533,"-",1593,"CDC37","CDC37|P50CDC37|-|19p13.2|protein-coding","ENSG00000105401.8","protein_coding"
"ENST00000283646.4","chr2",88691644,88750935,"+",1831,"RPIA","RPIA|RPI|RPIAD|-|2p11.2|protein-coding","ENSG00000153574.8","protein_coding"
"ENST00000317216.2","chr8",22687659,22693302,"-",4333,"EGR3","EGR3|EGR-3|PILOT|-|8p21.3|protein-coding","ENSG00000179388.8","protein_coding"
"ENST00000562811.1","chr1",119597702,119599271,"-",1569,"LINC00622","LINC00622|-|-|1p12|ncRNA","ENSG00000260941.1","sense_overlapping"
"ENST00000618570.1","chrX",143884071,143885255,"+",1184,"UBE2NL","UBE2NL|Li174|-|Xq27.3|protein-coding","ENSG00000276380.2","polymorphic_pseudogene"
"ENST00000610052.1","chr9",128431598,128432006,"+",408,"RP11-339B21.10","0","ENSG00000273186.1","sense_intronic"
"ENST00000333050.6","chr16",8795180,8797648,"-",1445,"TMEM186","TMEM186|C16orf51|-|16p13.2|protein-coding","ENSG00000184857.7","protein_coding"
"ENST00000447051.2","chr1",28526318,28527227,"-",608,"PRDX3P2","0","ENSG00000231468.2","processed_pseudogene"
"ENST00000405916.2","chr6",157299045,157300126,"-",1081,"LDHAL6FP","0","ENSG00000217783.2","processed_pseudogene"
"ENST00000452554.2","chr2",87031815,87053069,"-",1393,"AC125232.1","0","ENSG00000231259.4","unprocessed_pseudogene"
"ENST00000389709.7","chr3",126437601,126475919,"-",3386,"ZXDC","ZXDC|ZXDL|-|3q21.3|protein-coding","ENSG00000070476.14","protein_coding"
"ENST00000612071.1","chr6",57029521,57029988,"+",467,"MRPL30P1","0","ENSG00000276576.1","processed_pseudogene"
"ENST00000455084.1","chrY",20465668,20519228,"-",1617,"TTTY10","TTTY10|NCRNA00133|TTY10|-|Yq11.223|ncRNA","ENSG00000229236.1","lincRNA"
"ENST00000455321.1","chr10",50726947,50727969,"-",1022,"PGGT1BP1","0","ENSG00000213667.3","processed_pseudogene"
"ENST00000542869.2","chr20",63528001,63537354,"-",2916,"PTK6","PTK6|BRK|-|20q13.33|protein-coding","ENSG00000101213.6","protein_coding"
"ENST00000410111.7","chr2",86143932,86195770,"-",2972,"IMMT","IMMT|HMP|MINOS2|Mic60|P87|P87/89|P89|PIG4|PIG52|-|2p11.2|2|protein-coding","ENSG00000132305.20","protein_coding"
"ENST00000294258.7","chr11",65084235,65088400,"+",1356,"ZFPL1","ZFPL1|D11S750|MCG4|-|11q13.1|protein-coding","ENSG00000162300.11","protein_coding"
"ENST00000617190.4","chr1",46277462,46303608,"-",4109,"LRRC41","0","ENSG00000132128.16","protein_coding"
"ENST00000372519.3","chr20",45886489,45887635,"-",754,"SPATA25","SPATA25|C20orf165|TSG23|dJ337O18.8|-|20q13.12|protein-coding","ENSG00000149634.4","protein_coding"
"ENST00000365642.1","chr5",109699500,109699834,"-",334,"RN7SKP230","0","ENSG00000202512.1","misc_RNA"
"ENST00000373306.4","chr10",69404484,69416867,"-",2074,"TACR2","TACR2|NK2R|NKNAR|SKR|TAC2R|-|10q22.1|protein-coding","ENSG00000075073.14","protein_coding"
"ENST00000419244.2","chr2",65373700,65380685,"-",523,"AC012370.2","0","ENSG00000232693.2","sense_intronic"
"ENST00000603246.1","chr5",100052859,100053539,"-",680,"MTCO2P22","0","ENSG00000270225.1","processed_pseudogene"
"ENST00000323460.9","chr3",196867856,196934714,"+",6289,"SENP5","SENP5|-|-|3q29|protein-coding","ENSG00000119231.10","protein_coding"
"ENST00000252891.8","chr19",40665905,40690651,"-",3542,"NUMBL","NUMBL|CAG3A|CTG3a|NBL|NUMB-R|NUMBLIKE|NUMBR|TNRC23|-|19q13.2|protein-coding","ENSG00000105245.9","protein_coding"
"ENST00000372086.3","chr1",45343883,45491166,"-",3053,"TESK2","TESK2|-|-|1p34.1|protein-coding","ENSG00000070759.16","protein_coding"
"ENST00000555661.5","chr14",73851846,73886827,"+",3832,"PTGR2","PTGR2|HEL-S-298|PGR2|ZADH1|-|14q24.3|protein-coding","ENSG00000140043.11","protein_coding"
"ENST00000337227.8","chr20",18486540,18497243,"-",3852,"RBBP9","RBBP9|BOG|RBBP10|-|20p11.23|protein-coding","ENSG00000089050.15","protein_coding"
"ENST00000447019.1","chr2",157725708,157736005,"-",542,"AC019186.1","0","ENSG00000234584.1","lincRNA"
"ENST00000458060.1","chr6",30006121,30007116,"-",995,"HCG4P3","0","ENSG00000237669.1","unprocessed_pseudogene"
"ENST00000381930.7","chr4",39062440,39116332,"+",3269,"KLHL5","0","ENSG00000109790.16","protein_coding"
"ENST00000454630.1","chr10",15015370,15021863,"-",461,"DCLRE1CP1","0","ENSG00000237470.3","unprocessed_pseudogene"
"ENST00000452760.2","chr17",20612667,20614008,"+",1341,"AC087499.5","0","ENSG00000235546.2","processed_pseudogene"
"ENST00000478954.1","chr7",150512559,150513839,"-",1280,"STRADBP1","0","ENSG00000213205.3","processed_pseudogene"
"ENST00000356352.6","chr10",11920022,12035897,"-",5528,"UPF2","0","ENSG00000151461.19","protein_coding"
"ENST00000367569.3","chr6",144094881,144095573,"-",692,"SF3B5","SF3B5|SF3b10|Ysf3|-|6q24.2|protein-coding","ENSG00000169976.6","protein_coding"
"ENST00000598519.1","chr19",55476332,55484487,"+",3842,"ZNF628","ZNF628|ZEC|Zfp628|-|19q13.42|protein-coding","ENSG00000197483.9","protein_coding"
"ENST00000381337.6","chr16",20733664,20742084,"-",4113,"THUMPD1","THUMPD1|Tan1|-|16p12.3|protein-coding","ENSG00000066654.13","protein_coding"
"ENST00000637247.1","chr16",67207140,67226818,"-",1455,"LRRC29","0","ENSG00000125122.15","protein_coding"
"ENST00000556710.5","chr1",160217464,160285130,"-",2600,"RP11-574F21.3","0","ENSG00000258465.6","protein_coding"
"ENST00000414949.2","chr6",24976419,24976982,"+",496,"PPIAP29","0","ENSG00000214975.4","processed_pseudogene"
"ENST00000477936.2","chr12",8460618,8461232,"+",614,"RP11-113C12.2","0","ENSG00000243830.2","processed_pseudogene"
"ENST00000416567.1","chr20",18420160,18421454,"-",1294,"GCNT1P1","0","ENSG00000236474.1","processed_pseudogene"
"ENST00000509116.1","chr4",135045464,135046850,"+",1386,"RP11-553P9.1","0","ENSG00000250144.1","processed_pseudogene"
"ENST00000490318.1","chr3",156175852,156176911,"-",1059,"RP11-118D22.3","0","ENSG00000227709.4","processed_pseudogene"
"ENST00000336564.4","chr19",43596605,43601157,"+",2561,"ZNF576","ZNF576|-|-|19q13.31|protein-coding","ENSG00000124444.15","protein_coding"
"ENST00000563203.1","chr16",68316801,68319036,"+",425,"RP11-96D1.3","0","ENSG00000259797.1","sense_intronic"
"ENST00000513140.5","chr4",40814607,41214458,"-",4133,"APBB2","APBB2|FE65L|FE65L1|-|4p14-p13|protein-coding","ENSG00000163697.16","protein_coding"
"ENST00000422584.1","chr1",68161761,68163090,"-",1329,"CTBP2P8","0","ENSG00000234383.1","processed_pseudogene"
"ENST00000406551.2","chr6",149879962,149881572,"+",1610,"CCT7P1","0","ENSG00000217733.2","processed_pseudogene"
"ENST00000415138.1","chr2",68832044,68837708,"+",433,"LINC01888","0","ENSG00000237576.1","antisense"
"ENST00000453996.6","chr16",88706463,88715386,"+",1722,"CTU2","CTU2|C16orf84|NCS2|UPF0432|-|16q24.3|protein-coding","ENSG00000174177.12","protein_coding"
"ENST00000322344.7","chr19",49861204,49867886,"-",2008,"PNKP","PNKP|AOA4|EIEE10|MCSZ|PNK|-|19q13.33|protein-coding","ENSG00000039650.11","protein_coding"
"ENST00000254630.11","chr2",86106182,86142157,"+",6687,"PTCD3","PTCD3|MRP-S39|-|2p11.2|protein-coding","ENSG00000132300.18","protein_coding"
"ENST00000216214.7","chr22",45308982,45341955,"+",3439,"FAM118A","FAM118A|C22orf8|-|22q13.31|protein-coding","ENSG00000100376.11","protein_coding"
"ENST00000361910.8","chrX",101615120,101618001,"-",1841,"ARMCX6","ARMCX6|GASP10|-|Xq22.1|protein-coding","ENSG00000198960.10","protein_coding"
"ENST00000631594.2","chr8",140094894,140100560,"-",5666,"PEG13","0","ENSG00000282164.2","sense_intronic"
"ENST00000330852.9","chr4",13367724,13484365,"-",1702,"RAB28","RAB28|CORD18|-|4p15.33|protein-coding","ENSG00000157869.14","protein_coding"
"ENST00000428857.1","chr2",134867433,134918710,"-",670,"CCNT2-AS1","0","ENSG00000224043.7","antisense"
"ENST00000368222.7","chr1",156699606,156705601,"-",985,"CRABP2","CRABP2|CRABP-II|RBP6|-|1q23.1|protein-coding","ENSG00000143320.8","protein_coding"
"ENST00000389857.10","chr14",91271325,91417777,"-",7415,"CCDC88C","CCDC88C|DAPLE|HKRP2|KIAA1509|SCA40|-|14q32.11-q32.12|protein-coding","ENSG00000015133.18","protein_coding"
"ENST00000055335.10","chrX",49269854,49288095,"+",3414,"PPP1R3F","PPP1R3F|HB2E|LL0XNC01-7P3.1|R3F|-|Xp11.23|protein-coding","ENSG00000049769.12","protein_coding"
"ENST00000489116.1","chr6",28446973,28447807,"+",834,"COX11P1","0","ENSG00000231162.4","processed_pseudogene"
"ENST00000581742.2","chr3",48379834,48380132,"+",298,"RN7SL321P","0","ENSG00000277483.1","misc_RNA"
"ENST00000564027.1","chr15",72041194,72041653,"-",459,"EIF5A2P1","0","ENSG00000260576.1","processed_pseudogene"
"ENST00000342427.6","chr20",33731657,33792269,"+",3632,"ZNF341","ZNF341|-|-|20q11.22|protein-coding","ENSG00000131061.13","protein_coding"
"ENST00000310955.10","chr1",43358955,43363203,"+",1654,"CDC20","CDC20|CDC20A|bA276H19.3|p55CDC|-|1p34.2|protein-coding","ENSG00000117399.13","protein_coding"
"ENST00000260803.8","chr3",138161012,138174949,"-",2651,"DBR1","DBR1|-|-|3q22.3|protein-coding","ENSG00000138231.12","protein_coding"
"ENST00000359187.4","chr15",34381411,34389756,"-",1846,"GOLGA8A","GOLGA8A|GM88|-|15q14|protein-coding","ENSG00000175265.17","protein_coding"
"ENST00000445194.2","chr20",31285317,31286835,"-",1518,"RP5-854E16.2","0","ENSG00000224628.2","processed_pseudogene"
"ENST00000594613.1","chr15",35092481,35093210,"+",729,"RP11-323I15.2","0","ENSG00000259397.3","processed_pseudogene"
"ENST00000569728.1","chr16",30537202,30538231,"-",720,"AC002310.10","0","ENSG00000260494.1","unprocessed_pseudogene"
"ENST00000261558.7","chr14",57268909,57298742,"+",11722,"AP5M1","AP5M1|C14orf108|MUDENG|Mu5|MuD|-|14q22.3|protein-coding","ENSG00000053770.11","protein_coding"
"ENST00000558213.3","chr15",67627852,67629135,"+",963,"HNRNPA1P5","0","ENSG00000259512.3","processed_pseudogene"
"ENST00000263116.6","chr22",23145326,23164350,"+",3807,"RAB36","RAB36|-|-|22q11.23|protein-coding","ENSG00000100228.12","protein_coding"
"ENST00000426641.3","chr12",9641723,9643011,"+",1288,"GOT2P3","0","ENSG00000233719.4","transcribed_processed_pseudogene"
"ENST00000448545.1","chr10",30919012,30921235,"-",1930,"DDX10P1","0","ENSG00000237135.1","processed_pseudogene"
"ENST00000267622.8","chr14",91965991,92040059,"-",9955,"TRIP11","TRIP11|ACG1A|CEV14|GMAP-210|GMAP210|TRIP-11|TRIP230|-|14q32.12|protein-coding","ENSG00000100815.12","protein_coding"
"ENST00000531268.1","chr11",44071462,44072403,"+",461,"CTD-2609K8.3","0","ENSG00000255165.1","sense_intronic"
"ENST00000373876.5","chr2",219550756,219571241,"-",5464,"OBSL1","OBSL1|-|-|2q35|protein-coding","ENSG00000124006.14","protein_coding"
"ENST00000573189.2","chr16",72005037,72006543,"-",1506,"ATP5A1P3","0","ENSG00000263232.2","processed_pseudogene"
"ENST00000602435.1","chr10",35210416,35210750,"+",334,"RP11-324I22.3","0","ENSG00000269952.1","sense_intronic"
